set_id,set_name,set_logo,set_symbol,set_tcgOnline,set_releaseDate,set_boosters,illustrator,rarity,category,dexId,hp,evolveFrom,description,level,stage,suffix,item,abilities,weaknesses,resistances,retreat,effect,trainerType,energyType,regulationMark,id,localId,name,image,boosters,image_url,image_path,variants_normal,variants_reverse,variants_holo,variants_firstEdition,variants_wPromo,types,attacks
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,170.0,,,,Basic,,,,,,1.0,,,,J,me02.5-058,058,Voltorb ex,https://assets.tcgdex.net/en/me/me02.5/058,,https://assets.tcgdex.net/en/me/me02.5/058/low.png,images/2026-01-30_me02.5_me02.5-058_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Jerky,Common,Pokemon,,40.0,,,,Basic,,,,,,0.0,,,,I,me02.5-059,059,Tynamo,https://assets.tcgdex.net/en/me/me02.5/059,,https://assets.tcgdex.net/en/me/me02.5/059/low.png,images/2026-01-30_me02.5_me02.5-059_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Jerky,Uncommon,Pokemon,,90.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-060,060,Eelektrik,https://assets.tcgdex.net/en/me/me02.5/060,,https://assets.tcgdex.net/en/me/me02.5/060/low.png,images/2026-01-30_me02.5_me02.5-060_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,takuyoa,Double rare,Pokemon,,350.0,,,,Stage2,,,,,,2.0,,,,I,me02.5-061,061,Mega Eelektross ex,https://assets.tcgdex.net/en/me/me02.5/061,,https://assets.tcgdex.net/en/me/me02.5/061/low.png,images/2026-01-30_me02.5_me02.5-061_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Tetsu Kayama,Common,Pokemon,,110.0,,,,Basic,,,,,,2.0,,,,I,me02.5-062,062,Stunfisk,https://assets.tcgdex.net/en/me/me02.5/062,,https://assets.tcgdex.net/en/me/me02.5/062/low.png,images/2026-01-30_me02.5_me02.5-062_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Tika Matsuno,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-063,063,Helioptile,https://assets.tcgdex.net/en/me/me02.5/063,,https://assets.tcgdex.net/en/me/me02.5/063/low.png,images/2026-01-30_me02.5_me02.5-063_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,svlt,Uncommon,Pokemon,,120.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-064,064,Heliolisk,https://assets.tcgdex.net/en/me/me02.5/064,,https://assets.tcgdex.net/en/me/me02.5/064/low.png,images/2026-01-30_me02.5_me02.5-064_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Misa Tsutsui,Common,Pokemon,,100.0,,,,Stage1,,,,,,2.0,,,,H,me02.5-065,065,Charjabug,https://assets.tcgdex.net/en/me/me02.5/065,,https://assets.tcgdex.net/en/me/me02.5/065/low.png,images/2026-01-30_me02.5_me02.5-065_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Shiburingaru,Uncommon,Pokemon,,160.0,,,,Stage2,,,,,,1.0,,,,H,me02.5-066,066,Vikavolt,https://assets.tcgdex.net/en/me/me02.5/066,,https://assets.tcgdex.net/en/me/me02.5/066/low.png,images/2026-01-30_me02.5_me02.5-066_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Anesaki Dynamic,Rare,Pokemon,,120.0,,,,Basic,,,,,,1.0,,,,I,me02.5-067,067,Tapu Koko,https://assets.tcgdex.net/en/me/me02.5/067,,https://assets.tcgdex.net/en/me/me02.5/067/low.png,images/2026-01-30_me02.5_me02.5-067_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,200.0,,,,Basic,,,,,,2.0,,,,I,me02.5-068,068,Hop's Pincurchin ex,https://assets.tcgdex.net/en/me/me02.5/068,,https://assets.tcgdex.net/en/me/me02.5/068/low.png,images/2026-01-30_me02.5_me02.5-068_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,kurumitsu,Common,Pokemon,,60.0,,,,Basic,,,,,,2.0,,,,I,me02.5-069,069,Iono's Tadbulb,https://assets.tcgdex.net/en/me/me02.5/069,,https://assets.tcgdex.net/en/me/me02.5/069/low.png,images/2026-01-30_me02.5_me02.5-069_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,280.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-070,070,Iono's Bellibolt ex,https://assets.tcgdex.net/en/me/me02.5/070,,https://assets.tcgdex.net/en/me/me02.5/070/low.png,images/2026-01-30_me02.5_me02.5-070_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Akira Komayama,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-071,071,Iono's Wattrel,https://assets.tcgdex.net/en/me/me02.5/071,,https://assets.tcgdex.net/en/me/me02.5/071/low.png,images/2026-01-30_me02.5_me02.5-071_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,chibi,Rare,Pokemon,,120.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-072,072,Iono's Kilowattrel,https://assets.tcgdex.net/en/me/me02.5/072,,https://assets.tcgdex.net/en/me/me02.5/072/low.png,images/2026-01-30_me02.5_me02.5-072_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,220.0,,,,Basic,,,,,,1.0,,,,J,me02.5-073,073,Miraidon ex,https://assets.tcgdex.net/en/me/me02.5/073,,https://assets.tcgdex.net/en/me/me02.5/073/low.png,images/2026-01-30_me02.5_me02.5-073_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,satoma,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,H,me02.5-074,074,Clefairy,https://assets.tcgdex.net/en/me/me02.5/074,,https://assets.tcgdex.net/en/me/me02.5/074/low.png,images/2026-01-30_me02.5_me02.5-074_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,satoma,Uncommon,Pokemon,,120.0,,,,Stage1,,,,,,2.0,,,,H,me02.5-075,075,Clefable,https://assets.tcgdex.net/en/me/me02.5/075,,https://assets.tcgdex.net/en/me/me02.5/075/low.png,images/2026-01-30_me02.5_me02.5-075_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,190.0,,,,Basic,,,,,,1.0,,,,I,me02.5-076,076,Lillie's Clefairy ex,https://assets.tcgdex.net/en/me/me02.5/076,,https://assets.tcgdex.net/en/me/me02.5/076/low.png,images/2026-01-30_me02.5_me02.5-076_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Gapao,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-077,077,Team Rocket's Exeggcute,https://assets.tcgdex.net/en/me/me02.5/077,,https://assets.tcgdex.net/en/me/me02.5/077/low.png,images/2026-01-30_me02.5_me02.5-077_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Ryuta Fuse,Rare,Pokemon,,140.0,,,,Stage1,,,,,,3.0,,,,I,me02.5-078,078,Team Rocket's Exeggutor,https://assets.tcgdex.net/en/me/me02.5/078,,https://assets.tcgdex.net/en/me/me02.5/078/low.png,images/2026-01-30_me02.5_me02.5-078_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,aky CG Works,Double rare,Pokemon,,280.0,,,,Basic,,,,,,3.0,,,,I,me02.5-079,079,Team Rocket's Mewtwo ex,https://assets.tcgdex.net/en/me/me02.5/079,,https://assets.tcgdex.net/en/me/me02.5/079/low.png,images/2026-01-30_me02.5_me02.5-079_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Yoko Hishida,Common,Pokemon,,50.0,,,,Basic,,,,,,1.0,,,,H,me02.5-080,080,Togepi,https://assets.tcgdex.net/en/me/me02.5/080,,https://assets.tcgdex.net/en/me/me02.5/080/low.png,images/2026-01-30_me02.5_me02.5-080_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Teeziro,Common,Pokemon,,90.0,,,,Stage1,,,,,,1.0,,,,H,me02.5-081,081,Togetic,https://assets.tcgdex.net/en/me/me02.5/081,,https://assets.tcgdex.net/en/me/me02.5/081/low.png,images/2026-01-30_me02.5_me02.5-081_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Narano,Rare,Pokemon,,140.0,,,,Stage2,,,,,,1.0,,,,H,me02.5-082,082,Togekiss,https://assets.tcgdex.net/en/me/me02.5/082,,https://assets.tcgdex.net/en/me/me02.5/082/low.png,images/2026-01-30_me02.5_me02.5-082_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Yoshimoto Yoshimon,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,J,me02.5-083,083,Marill,https://assets.tcgdex.net/en/me/me02.5/083,,https://assets.tcgdex.net/en/me/me02.5/083/low.png,images/2026-01-30_me02.5_me02.5-083_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,270.0,,,,Stage1,,,,,,2.0,,,,J,me02.5-084,084,Azumarill ex,https://assets.tcgdex.net/en/me/me02.5/084,,https://assets.tcgdex.net/en/me/me02.5/084/low.png,images/2026-01-30_me02.5_me02.5-084_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Kazuhisa Uragami,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-085,085,Misdreavus,https://assets.tcgdex.net/en/me/me02.5/085,,https://assets.tcgdex.net/en/me/me02.5/085/low.png,images/2026-01-30_me02.5_me02.5-085_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,nisimono,Rare,Pokemon,,110.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-086,086,Mismagius,https://assets.tcgdex.net/en/me/me02.5/086,,https://assets.tcgdex.net/en/me/me02.5/086/low.png,images/2026-01-30_me02.5_me02.5-086_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Terada Tera,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-087,087,Ralts,https://assets.tcgdex.net/en/me/me02.5/087,,https://assets.tcgdex.net/en/me/me02.5/087/low.png,images/2026-01-30_me02.5_me02.5-087_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,satoma,Common,Pokemon,,100.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-088,088,Kirlia,https://assets.tcgdex.net/en/me/me02.5/088,,https://assets.tcgdex.net/en/me/me02.5/088/low.png,images/2026-01-30_me02.5_me02.5-088_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,takuyoa,Double rare,Pokemon,,360.0,,,,Stage2,,,,,,2.0,,,,I,me02.5-089,089,Mega Gardevoir ex,https://assets.tcgdex.net/en/me/me02.5/089,,https://assets.tcgdex.net/en/me/me02.5/089/low.png,images/2026-01-30_me02.5_me02.5-089_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,miki kudo,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-090,090,Shuppet,https://assets.tcgdex.net/en/me/me02.5/090,,https://assets.tcgdex.net/en/me/me02.5/090/low.png,images/2026-01-30_me02.5_me02.5-090_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Anesaki Dynamic,Uncommon,Pokemon,,90.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-091,091,Banette,https://assets.tcgdex.net/en/me/me02.5/091,,https://assets.tcgdex.net/en/me/me02.5/091/low.png,images/2026-01-30_me02.5_me02.5-091_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,mingo,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-092,092,Rotom,https://assets.tcgdex.net/en/me/me02.5/092,,https://assets.tcgdex.net/en/me/me02.5/092/low.png,images/2026-01-30_me02.5_me02.5-092_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Saya Tsuruta,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,J,me02.5-093,093,Swirlix,https://assets.tcgdex.net/en/me/me02.5/093,,https://assets.tcgdex.net/en/me/me02.5/093/low.png,images/2026-01-30_me02.5_me02.5-093_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Natsumi Yoshida,Uncommon,Pokemon,,120.0,,,,Stage1,,,,,,2.0,,,,J,me02.5-094,094,Slurpuff,https://assets.tcgdex.net/en/me/me02.5/094,,https://assets.tcgdex.net/en/me/me02.5/094/low.png,images/2026-01-30_me02.5_me02.5-094_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,tono,Common,Pokemon,,70.0,,,,Basic,,,,,,2.0,,,,I,me02.5-095,095,Hop's Phantump,https://assets.tcgdex.net/en/me/me02.5/095,,https://assets.tcgdex.net/en/me/me02.5/095/low.png,images/2026-01-30_me02.5_me02.5-095_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,matazo,Rare,Pokemon,,140.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-096,096,Hop's Trevenant,https://assets.tcgdex.net/en/me/me02.5/096,,https://assets.tcgdex.net/en/me/me02.5/096/low.png,images/2026-01-30_me02.5_me02.5-096_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,DOM,Uncommon,Pokemon,,60.0,,,,Basic,,,,,,0.0,,,,I,me02.5-097,097,Team Rocket's Mimikyu,https://assets.tcgdex.net/en/me/me02.5/097,,https://assets.tcgdex.net/en/me/me02.5/097/low.png,images/2026-01-30_me02.5_me02.5-097_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Taiga Kasai,Rare,Pokemon,,120.0,,,,Basic,,,,,,1.0,,,,I,me02.5-098,098,Spectrier,https://assets.tcgdex.net/en/me/me02.5/098,,https://assets.tcgdex.net/en/me/me02.5/098/low.png,images/2026-01-30_me02.5_me02.5-098_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,kodama,Rare,Pokemon,,110.0,,,,Basic,,,,,,1.0,,,,H,me02.5-099,099,Munkidori,https://assets.tcgdex.net/en/me/me02.5/099,,https://assets.tcgdex.net/en/me/me02.5/099/low.png,images/2026-01-30_me02.5_me02.5-099_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Yuriko Akase,Common,Pokemon,,60.0,,,,Basic,,,,,,1.0,,,,I,me02.5-100,100,Team Rocket's Diglett,https://assets.tcgdex.net/en/me/me02.5/100,,https://assets.tcgdex.net/en/me/me02.5/100/low.png,images/2026-01-30_me02.5_me02.5-100_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,KEIICHIRO ITO,Uncommon,Pokemon,,100.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-101,101,Team Rocket's Dugtrio,https://assets.tcgdex.net/en/me/me02.5/101,,https://assets.tcgdex.net/en/me/me02.5/101/low.png,images/2026-01-30_me02.5_me02.5-101_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Kouki Saitou,Common,Pokemon,,100.0,,,,Basic,,,,,,1.0,,,,J,me02.5-102,102,Hitmontop,https://assets.tcgdex.net/en/me/me02.5/102,,https://assets.tcgdex.net/en/me/me02.5/102/low.png,images/2026-01-30_me02.5_me02.5-102_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Lee HyunJung,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-103,103,Meditite,https://assets.tcgdex.net/en/me/me02.5/103,,https://assets.tcgdex.net/en/me/me02.5/103/low.png,images/2026-01-30_me02.5_me02.5-103_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,GIDORA,Common,Pokemon,,120.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-104,104,Medicham,https://assets.tcgdex.net/en/me/me02.5/104,,https://assets.tcgdex.net/en/me/me02.5/104/low.png,images/2026-01-30_me02.5_me02.5-104_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Whisker,Rare,Pokemon,,110.0,,,,Basic,,,,,,1.0,,,,I,me02.5-105,105,Lunatone,https://assets.tcgdex.net/en/me/me02.5/105,,https://assets.tcgdex.net/en/me/me02.5/105/low.png,images/2026-01-30_me02.5_me02.5-105_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Whisker,Uncommon,Pokemon,,110.0,,,,Basic,,,,,,1.0,,,,I,me02.5-106,106,Solrock,https://assets.tcgdex.net/en/me/me02.5/106,,https://assets.tcgdex.net/en/me/me02.5/106/low.png,images/2026-01-30_me02.5_me02.5-106_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Nisota Niso,Double rare,Pokemon,,230.0,,,,Basic,,,,,,3.0,,,,I,me02.5-107,107,Regirock ex,https://assets.tcgdex.net/en/me/me02.5/107,,https://assets.tcgdex.net/en/me/me02.5/107/low.png,images/2026-01-30_me02.5_me02.5-107_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Kazumasa Yasukuni,Rare,Pokemon,,140.0,,,,Basic,,,,,,3.0,,,,J,me02.5-108,108,Groudon,https://assets.tcgdex.net/en/me/me02.5/108,,https://assets.tcgdex.net/en/me/me02.5/108/low.png,images/2026-01-30_me02.5_me02.5-108_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Tomomi Ozaki,Common,Pokemon,,70.0,,,,Basic,,,,,,1.0,,,,I,me02.5-109,109,Cynthia's Gible,https://assets.tcgdex.net/en/me/me02.5/109,,https://assets.tcgdex.net/en/me/me02.5/109/low.png,images/2026-01-30_me02.5_me02.5-109_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Taira Akitsu,Uncommon,Pokemon,,100.0,,,,Stage1,,,,,,1.0,,,,I,me02.5-110,110,Cynthia's Gabite,https://assets.tcgdex.net/en/me/me02.5/110,,https://assets.tcgdex.net/en/me/me02.5/110/low.png,images/2026-01-30_me02.5_me02.5-110_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,330.0,,,,Stage2,,,,,,0.0,,,,I,me02.5-111,111,Cynthia's Garchomp ex,https://assets.tcgdex.net/en/me/me02.5/111,,https://assets.tcgdex.net/en/me/me02.5/111/low.png,images/2026-01-30_me02.5_me02.5-111_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,hncl,Common,Pokemon,,80.0,,,,Basic,,,,,,2.0,,,,I,me02.5-112,112,Riolu,https://assets.tcgdex.net/en/me/me02.5/112,,https://assets.tcgdex.net/en/me/me02.5/112/low.png,images/2026-01-30_me02.5_me02.5-112_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,340.0,,,,Stage1,,,,,,2.0,,,,I,me02.5-113,113,Mega Lucario ex,https://assets.tcgdex.net/en/me/me02.5/113,,https://assets.tcgdex.net/en/me/me02.5/113/low.png,images/2026-01-30_me02.5_me02.5-113_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,210.0,,,,Basic,,,,,,2.0,,,,J,me02.5-114,114,Stunfisk ex,https://assets.tcgdex.net/en/me/me02.5/114,,https://assets.tcgdex.net/en/me/me02.5/114/low.png,images/2026-01-30_me02.5_me02.5-114_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Minato,Common,Pokemon,,70.0,,,,Basic,,,,,,2.0,,,,I,me02.5-115,115,Pancham,https://assets.tcgdex.net/en/me/me02.5/115,,https://assets.tcgdex.net/en/me/me02.5/115/low.png,images/2026-01-30_me02.5_me02.5-115_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,5ban Graphics,Double rare,Pokemon,,250.0,,,,Basic,,,,,,1.0,,,,I,me02.5-116,116,Mega Hawlucha ex,https://assets.tcgdex.net/en/me/me02.5/116,,https://assets.tcgdex.net/en/me/me02.5/116/low.png,images/2026-01-30_me02.5_me02.5-116_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Eri Kamei,Uncommon,Pokemon,,90.0,,,,Basic,,,,,,1.0,,,,J,me02.5-117,117,Carbink,https://assets.tcgdex.net/en/me/me02.5/117,,https://assets.tcgdex.net/en/me/me02.5/117/low.png,images/2026-01-30_me02.5_me02.5-117_low.png,True,True,True,False,False,,
me02.5,Ascended Heroes,https://assets.tcgdex.net/en/me/me02.5/logo,https://assets.tcgdex.net/univ/me/me02.5/symbol,,2026-01-30,,Kurata So,Common,Pokemon,,80.0,,,,Basic,,,,,,3.0,,,,I,me02.5-118,118,Rolycoly,https://assets.tcgdex.net/en/me/me02.5/118,,https://assets.tcgdex.net/en/me/me02.5/118/low.png,images/2026-01-30_me02.5_me02.5-118_low.png,True,True,True,False,False,,
